sample_id,species,relative_abundance,data_source,kefir type,group
TG_ID009_MG_T4_S54,Lactobacillus kefiranofaciens,46.5347,This study,MG,milk
TG_ID009_MG_T4_S54,Lactobacillus kefiranofaciens,46.5347,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_MG_T6_S16,Lactobacillus kefiranofaciens,50.7197,This study,MG,milk
TG_ID009_ML_T1_S139,Lactococcus cremoris,40.8394,This study,ML,milk
TG_ID009_ML_T1_S139,Lactococcus cremoris,40.8394,This study,ML,milk
TG_ID009_ML_T1_S139,Lactococcus cremoris,40.8394,This study,ML,milk
TG_ID009_ML_T1_S139,Lactococcus cremoris,40.8394,This study,ML,milk
TG_ID009_ML_T2_S296,Lactobacillus helveticus,18.7282,This study,ML,milk
TG_ID009_ML_T2_S296,Lactobacillus helveticus,18.7282,This study,ML,milk
TG_ID009_ML_T4_S55,Lactococcus cremoris,39.069,This study,ML,milk
TG_ID009_ML_T4_S55,Lactococcus cremoris,39.069,This study,ML,milk
TG_ID009_ML_T4_S55,Lactococcus cremoris,39.069,This study,ML,milk
TG_ID009_ML_T4_S55,Lactococcus cremoris,39.069,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID009_ML_T6_S28,Lentilactobacillus kefiri,24.5903,This study,ML,milk
TG_ID010_MG_T1_S337,Lactobacillus kefiranofaciens,34.314,This study,MG,milk
TG_ID010_MG_T1_S337,Lactobacillus kefiranofaciens,34.314,This study,MG,milk
TG_ID010_MG_T2_S299,Lactobacillus kefiranofaciens,40.4073,This study,MG,milk
TG_ID010_MG_T2_S299,Lactobacillus kefiranofaciens,40.4073,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T3_S164,Lactobacillus kefiranofaciens,32.5681,This study,MG,milk
TG_ID010_MG_T4_S61,Lactobacillus kefiranofaciens,47.9302,This study,MG,milk
TG_ID010_MG_T4_S61,Lactobacillus kefiranofaciens,47.9302,This study,MG,milk
TG_ID010_MG_T4_S61,Lactobacillus kefiranofaciens,47.9302,This study,MG,milk
TG_ID010_MG_T4_S61,Lactobacillus kefiranofaciens,47.9302,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_MG_T5_S176,Lactobacillus kefiranofaciens,51.9179,This study,MG,milk
TG_ID010_ML_T1_S379,Leuconostoc mesenteroides,18.0098,This study,ML,milk
TG_ID010_ML_T1_S379,Leuconostoc mesenteroides,18.0098,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T3_S108,Lactobacillus helveticus,37.1666,This study,ML,milk
TG_ID010_ML_T4_S80,Lactococcus cremoris,24.3626,This study,ML,milk
TG_ID010_ML_T4_S80,Lactococcus cremoris,24.3626,This study,ML,milk
TG_ID010_ML_T4_S80,Lactococcus cremoris,24.3626,This study,ML,milk
TG_ID010_ML_T4_S80,Lactococcus cremoris,24.3626,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID010_ML_T5_S120,Lactococcus cremoris,36.6257,This study,ML,milk
TG_ID011_MG_T1_S349,Lactobacillus kefiranofaciens,36.4039,This study,MG,milk
TG_ID011_MG_T1_S349,Lactobacillus kefiranofaciens,36.4039,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T3_S101,Lactobacillus kefiranofaciens,53.1177,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T5_S110,Lactobacillus kefiranofaciens,49.9167,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_MG_T6_S40,Lactobacillus kefiranofaciens,54.8772,This study,MG,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T3_S113,Escherichia coli,29.8779,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T5_S122,Lactobacillus helveticus,39.2421,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID011_ML_T6_S52,Lactobacillus kefiranofaciens,20.1878,This study,ML,milk
TG_ID012_MG_T1_S361,Lactobacillus kefiranofaciens,47.5704,This study,MG,milk
TG_ID012_MG_T1_S361,Lactobacillus kefiranofaciens,47.5704,This study,MG,milk
TG_ID012_MG_T2_S311,Lactobacillus kefiranofaciens,48.3395,This study,MG,milk
TG_ID012_MG_T2_S311,Lactobacillus kefiranofaciens,48.3395,This study,MG,milk
TG_ID012_MG_T3_S189,Prevotella copri,25,This study,MG,milk
TG_ID012_MG_T3_S189,Prevotella copri,25,This study,MG,milk
TG_ID012_MG_T3_S189,Prevotella copri,25,This study,MG,milk
TG_ID012_MG_T3_S189,Prevotella copri,25,This study,MG,milk
TG_ID012_MG_T4_S74,Lactobacillus kefiranofaciens,51.5395,This study,MG,milk
TG_ID012_MG_T4_S74,Lactobacillus kefiranofaciens,51.5395,This study,MG,milk
TG_ID012_MG_T4_S74,Lactobacillus kefiranofaciens,51.5395,This study,MG,milk
TG_ID012_MG_T4_S74,Lactobacillus kefiranofaciens,51.5395,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_MG_T5_S125,Lactobacillus kefiranofaciens,52.3775,This study,MG,milk
TG_ID012_ML_T1_S367,Lactococcus lactis,23.2872,This study,ML,milk
TG_ID012_ML_T1_S367,Lactococcus lactis,23.2872,This study,ML,milk
TG_ID012_ML_T2_S308,Lactobacillus helveticus,11.8253,This study,ML,milk
TG_ID012_ML_T2_S308,Lactobacillus helveticus,11.8253,This study,ML,milk
TG_ID012_ML_T4_S140,Lactobacillus helveticus,25.2975,This study,ML,milk
TG_ID012_ML_T4_S140,Lactobacillus helveticus,25.2975,This study,ML,milk
TG_ID012_ML_T4_S140,Lactobacillus helveticus,25.2975,This study,ML,milk
TG_ID012_ML_T4_S140,Lactobacillus helveticus,25.2975,This study,ML,milk
TG_ID012_ML_T5_S141,Lactococcus lactis,56.0687,This study,ML,milk
TG_ID012_ML_T5_S141,Lactococcus lactis,56.0687,This study,ML,milk
TG_ID012_ML_T5_S141,Lactococcus lactis,56.0687,This study,ML,milk
TG_ID012_ML_T5_S141,Lactococcus lactis,56.0687,This study,ML,milk
TG_ID013_MG_T1_S373,Lactobacillus kefiranofaciens,46.8428,This study,MG,milk
TG_ID013_MG_T1_S373,Lactobacillus kefiranofaciens,46.8428,This study,MG,milk
TG_ID013_ML_T1_S150,Lactobacillus helveticus,35.7827,This study,ML,milk
TG_ID013_ML_T1_S150,Lactobacillus helveticus,35.7827,This study,ML,milk
TG_ID013_ML_T1_S150,Lactobacillus helveticus,35.7827,This study,ML,milk
TG_ID013_ML_T1_S150,Lactobacillus helveticus,35.7827,This study,ML,milk
TG_ID014_MG_T1_S1,Lactobacillus kefiranofaciens,41.934,This study,MG,milk
TG_ID014_MG_T1_S1,Lactobacillus kefiranofaciens,41.934,This study,MG,milk
TG_ID014_MG_T1_S1,Lactobacillus kefiranofaciens,41.934,This study,MG,milk
TG_ID014_MG_T1_S1,Lactobacillus kefiranofaciens,41.934,This study,MG,milk
TG_ID014_MG_T2_S6,Lactobacillus kefiranofaciens,45.8458,This study,MG,milk
TG_ID014_MG_T2_S6,Lactobacillus kefiranofaciens,45.8458,This study,MG,milk
TG_ID014_MG_T2_S6,Lactobacillus kefiranofaciens,45.8458,This study,MG,milk
TG_ID014_MG_T2_S6,Lactobacillus kefiranofaciens,45.8458,This study,MG,milk
TG_ID014_MG_T3_S62,Lactobacillus kefiranofaciens,45.0778,This study,MG,milk
TG_ID014_MG_T3_S62,Lactobacillus kefiranofaciens,45.0778,This study,MG,milk
TG_ID014_MG_T3_S62,Lactobacillus kefiranofaciens,45.0778,This study,MG,milk
TG_ID014_MG_T3_S62,Lactobacillus kefiranofaciens,45.0778,This study,MG,milk
TG_ID014_ML_T2_S4,Lactococcus raffinolactis,24.8068,This study,ML,milk
TG_ID014_ML_T2_S4,Lactococcus raffinolactis,24.8068,This study,ML,milk
TG_ID014_ML_T2_S4,Lactococcus raffinolactis,24.8068,This study,ML,milk
TG_ID014_ML_T2_S4,Lactococcus raffinolactis,24.8068,This study,ML,milk
TG_ID014_ML_T3_S81,Lactococcus cremoris,44.8251,This study,ML,milk
TG_ID014_ML_T3_S81,Lactococcus cremoris,44.8251,This study,ML,milk
TG_ID014_ML_T3_S81,Lactococcus cremoris,44.8251,This study,ML,milk
TG_ID014_ML_T3_S81,Lactococcus cremoris,44.8251,This study,ML,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T1_S106,Lactobacillus kefiranofaciens,31.3312,This study,MG,milk
TG_ID020_MG_T2_S323,Lactobacillus kefiranofaciens,49.4918,This study,MG,milk
TG_ID020_MG_T2_S323,Lactobacillus kefiranofaciens,49.4918,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T3_S118,Lactobacillus kefiranofaciens,49.406,This study,MG,milk
TG_ID020_MG_T4_S75,Lactobacillus kefiranofaciens,45.6884,This study,MG,milk
TG_ID020_MG_T4_S75,Lactobacillus kefiranofaciens,45.6884,This study,MG,milk
TG_ID020_MG_T4_S75,Lactobacillus kefiranofaciens,45.6884,This study,MG,milk
TG_ID020_MG_T4_S75,Lactobacillus kefiranofaciens,45.6884,This study,MG,milk
TG_ID020_ML_T1_S142,Lentilactobacillus kefiri,3.94543,This study,ML,milk
TG_ID020_ML_T1_S142,Lentilactobacillus kefiri,3.94543,This study,ML,milk
TG_ID020_ML_T1_S142,Lentilactobacillus kefiri,3.94543,This study,ML,milk
TG_ID020_ML_T1_S142,Lentilactobacillus kefiri,3.94543,This study,ML,milk
TG_ID020_ML_T2_S300,Lactococcus cremoris,48.4452,This study,ML,milk
TG_ID020_ML_T2_S300,Lactococcus cremoris,48.4452,This study,ML,milk
TG_ID020_ML_T3_S143,Lactobacillus helveticus,16.4931,This study,ML,milk
TG_ID020_ML_T3_S143,Lactobacillus helveticus,16.4931,This study,ML,milk
TG_ID020_ML_T3_S143,Lactobacillus helveticus,16.4931,This study,ML,milk
TG_ID020_ML_T3_S143,Lactobacillus helveticus,16.4931,This study,ML,milk
TG_ID020_ML_T4_S144,Lactobacillus kefiranofaciens,5.05915,This study,ML,milk
TG_ID020_ML_T4_S144,Lactobacillus kefiranofaciens,5.05915,This study,ML,milk
TG_ID020_ML_T4_S144,Lactobacillus kefiranofaciens,5.05915,This study,ML,milk
TG_ID020_ML_T4_S144,Lactobacillus kefiranofaciens,5.05915,This study,ML,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T2_S3,Lactobacillus kefiranofaciens,35.4829,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T3_S130,Lentilactobacillus kefiri,45.6582,This study,MG,milk
TG_ID026_MG_T4_S76,Lactobacillus helveticus,23.7506,This study,MG,milk
TG_ID026_MG_T4_S76,Lactobacillus helveticus,23.7506,This study,MG,milk
TG_ID026_MG_T4_S76,Lactobacillus helveticus,23.7506,This study,MG,milk
TG_ID026_MG_T4_S76,Lactobacillus helveticus,23.7506,This study,MG,milk
TG_ID026_ML_T2_S157,Lentilactobacillus kefiri,4.33283,This study,ML,milk
TG_ID026_ML_T2_S157,Lentilactobacillus kefiri,4.33283,This study,ML,milk
TG_ID026_ML_T2_S157,Lentilactobacillus kefiri,4.33283,This study,ML,milk
TG_ID026_ML_T2_S157,Lentilactobacillus kefiri,4.33283,This study,ML,milk
TG_ID026_ML_T4_S151,Pseudomonas lundensis,7.25296,This study,ML,milk
TG_ID026_ML_T4_S151,Pseudomonas lundensis,7.25296,This study,ML,milk
TG_ID026_ML_T4_S151,Pseudomonas lundensis,7.25296,This study,ML,milk
TG_ID026_ML_T4_S151,Pseudomonas lundensis,7.25296,This study,ML,milk
TG_ID029_MG_T2_S15,Lactobacillus kefiranofaciens,31.6659,This study,MG,milk
TG_ID029_MG_T2_S15,Lactobacillus kefiranofaciens,31.6659,This study,MG,milk
TG_ID029_MG_T2_S15,Lactobacillus kefiranofaciens,31.6659,This study,MG,milk
TG_ID029_MG_T2_S15,Lactobacillus kefiranofaciens,31.6659,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T2_S67,Lactobacillus kefiranofaciens,30.8541,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S142,Lactobacillus kefiranofaciens,24.249,This study,MG,milk
TG_ID029_MG_T3_S77,Lactobacillus kefiranofaciens,25.413,This study,MG,milk
TG_ID029_MG_T3_S77,Lactobacillus kefiranofaciens,25.413,This study,MG,milk
TG_ID029_MG_T3_S77,Lactobacillus kefiranofaciens,25.413,This study,MG,milk
TG_ID029_MG_T3_S77,Lactobacillus kefiranofaciens,25.413,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_MG_T5_S154,Lactobacillus kefiranofaciens,32.4549,This study,MG,milk
TG_ID029_ML_T1_S145,Lactococcus lactis,4.51101,This study,ML,milk
TG_ID029_ML_T1_S145,Lactococcus lactis,4.51101,This study,ML,milk
TG_ID029_ML_T1_S145,Lactococcus lactis,4.51101,This study,ML,milk
TG_ID029_ML_T1_S145,Lactococcus lactis,4.51101,This study,ML,milk
TG_ID029_ML_T2_S16,Lactococcus lactis,62.4817,This study,ML,milk
TG_ID029_ML_T2_S16,Lactococcus lactis,62.4817,This study,ML,milk
TG_ID029_ML_T2_S16,Lactococcus lactis,62.4817,This study,ML,milk
TG_ID029_ML_T2_S16,Lactococcus lactis,62.4817,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T2_S79,Lactococcus lactis,62.687,This study,ML,milk
TG_ID029_ML_T5_S147,Lactococcus lactis,57.1656,This study,ML,milk
TG_ID029_ML_T5_S147,Lactococcus lactis,57.1656,This study,ML,milk
TG_ID029_ML_T5_S147,Lactococcus lactis,57.1656,This study,ML,milk
TG_ID029_ML_T5_S147,Lactococcus lactis,57.1656,This study,ML,milk
TG_ID032_MG_T2_S335,Lactobacillus helveticus,61.0144,This study,MG,milk
TG_ID032_MG_T2_S335,Lactobacillus helveticus,61.0144,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_MG_T3_S166,Lactobacillus helveticus,40.7467,This study,MG,milk
TG_ID032_ML_T2_S324,Lactobacillus helveticus,71.0149,This study,ML,milk
TG_ID032_ML_T2_S324,Lactobacillus helveticus,71.0149,This study,ML,milk
TG_ID032_ML_T3_S152,Lactobacillus helveticus,40.54,This study,ML,milk
TG_ID032_ML_T3_S152,Lactobacillus helveticus,40.54,This study,ML,milk
TG_ID032_ML_T3_S152,Lactobacillus helveticus,40.54,This study,ML,milk
TG_ID032_ML_T3_S152,Lactobacillus helveticus,40.54,This study,ML,milk
TG_ID036_MG_T4_S9,Lactobacillus kefiranofaciens,43.528,This study,MG,milk
TG_ID036_MG_T4_S9,Lactobacillus kefiranofaciens,43.528,This study,MG,milk
TG_ID036_MG_T4_S9,Lactobacillus kefiranofaciens,43.528,This study,MG,milk
TG_ID036_MG_T4_S9,Lactobacillus kefiranofaciens,43.528,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T5_S137,Lactobacillus kefiranofaciens,45.9351,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_MG_T6_S91,Lactobacillus kefiranofaciens,40.8344,This study,MG,milk
TG_ID036_ML_T1_S153,Lactobacillus helveticus,14.5847,This study,ML,milk
TG_ID036_ML_T1_S153,Lactobacillus helveticus,14.5847,This study,ML,milk
TG_ID036_ML_T1_S153,Lactobacillus helveticus,14.5847,This study,ML,milk
TG_ID036_ML_T1_S153,Lactobacillus helveticus,14.5847,This study,ML,milk
TG_ID036_ML_T4_S10,Lactococcus lactis,13.118,This study,ML,milk
TG_ID036_ML_T4_S10,Lactococcus lactis,13.118,This study,ML,milk
TG_ID036_ML_T4_S10,Lactococcus lactis,13.118,This study,ML,milk
TG_ID036_ML_T4_S10,Lactococcus lactis,13.118,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
TG_ID036_ML_T5_S149,Lactococcus lactis,32.1763,This study,ML,milk
