genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
TG_ID070_WG_T4_S63_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID070_WL_T1_S105_metawrap_bin_reassembly_original_bins_bin.1.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID070_WL_T2_S20_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID070_WL_T3_S333_metawrap_bin_reassembly_original_bins_bin.11.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID070_WL_T5_S44_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID082_WG_T1_S330_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID084_WL_T1_S329_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID086_WG_T1_S378_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID089_WG_T1_S319_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID090_WG_T1_S331_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID092_WG_T1_S343_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID092_WG_T3_S58_metawrap_bin_reassembly_original_bins_bin.1.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID092_WG_T5_S82_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID107_WL_T6_S112_metawrap_bin_reassembly_original_bins_bin.5.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID110_WG_T5_S22_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID110_WL_T2_S177_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID110_WL_T4_S27_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID110_WL_T6_S117_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID113_WG_T6_S100_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID113_WL_T3_S73_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,20_3,0.010000000000000009,average,ANImf,20
TG_ID113_WL_T5_S25_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK001_metawrap_bin_reassembly_original_bins_bin.9.fa,20_3,0.010000000000000009,average,ANImf,20
WK010_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK017_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK018_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK019_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK020_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK025_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK033_metawrap_bin_reassembly_reassembled_bins_bin.13.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK050_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK054_metawrap_bin_reassembly_original_bins_bin.5.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_AP_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_AP_T2_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_BR_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_BR_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_BR_T2_merged_0AE_metawrap_bin_reassembly_original_bins_bin.6.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_FG_T1_merged_0AE_metawrap_bin_reassembly_original_bins_bin.10.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_FG_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_FL_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_FL_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID056_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID056_merged_T2_metawrap_bin_reassembly_original_bins_bin.7.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID056_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID056_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID058_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID062_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID062_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID062_merged_T3_metawrap_bin_reassembly_original_bins_bin.10.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID069_merged_T1_metawrap_bin_reassembly_original_bins_bin.4.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID070_merged_T1_metawrap_bin_reassembly_original_bins_bin.9.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID070_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID070_merged_T3_metawrap_bin_reassembly_original_bins_bin.11.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID070_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID070_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.13.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID082_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID086_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID087_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID089_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID090_merged_T1_metawrap_bin_reassembly_original_bins_bin.8.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID092_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID092_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID092_merged_T5_metawrap_bin_reassembly_original_bins_bin.4.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID107_merged_T6_metawrap_bin_reassembly_original_bins_bin.3.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID110_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID110_merged_T4_metawrap_bin_reassembly_original_bins_bin.6.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID110_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID110_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID113_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID113_merged_T5_metawrap_bin_reassembly_original_bins_bin.1.fa,20_3,0.010000000000000009,average,ANImf,20
WK_TG_ID113_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,20_3,0.010000000000000009,average,ANImf,20
WK041_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,21_0,0.010000000000000009,average,ANImf,21
WK044_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,22_1,0.010000000000000009,average,ANImf,22
WK045_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,22_1,0.010000000000000009,average,ANImf,22
WK015_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,22_2,0.010000000000000009,average,ANImf,22
WK021_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,22_2,0.010000000000000009,average,ANImf,22
TG_ID062_WG_T3_S181_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,22_3,0.010000000000000009,average,ANImf,22
TG_ID062_WL_T2_S321_metawrap_bin_reassembly_original_bins_bin.2.fa,22_3,0.010000000000000009,average,ANImf,22
WK004_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,22_3,0.010000000000000009,average,ANImf,22
WK010_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,22_3,0.010000000000000009,average,ANImf,22
WK013_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,22_3,0.010000000000000009,average,ANImf,22
WK025_metawrap_bin_reassembly_original_bins_bin.8.fa,22_3,0.010000000000000009,average,ANImf,22
WK033_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,22_3,0.010000000000000009,average,ANImf,22
WK048_metawrap_bin_reassembly_original_bins_bin.16.fa,22_3,0.010000000000000009,average,ANImf,22
WK_TG_ID062_merged_T1_metawrap_bin_reassembly_original_bins_bin.7.fa,22_3,0.010000000000000009,average,ANImf,22
WK_TG_ID062_merged_T2_metawrap_bin_reassembly_original_bins_bin.1.fa,22_3,0.010000000000000009,average,ANImf,22
WK_TG_ID062_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,22_3,0.010000000000000009,average,ANImf,22
WK018_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,23_0,0.010000000000000009,average,ANImf,23
TG_AP_T1_WL_0AE_S350_metawrap_bin_reassembly_original_bins_bin.7.fa,24_1,0.010000000000000009,average,ANImf,24
TG_BR_T1_WL_0AE_S362_metawrap_bin_reassembly_original_bins_bin.10.fa,24_1,0.010000000000000009,average,ANImf,24
TG_BR_T1_WL_0AN_S363_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
TG_BR_T2_WL_0AE_S315_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
TG_FG_T1_WL_0AE_S326_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,24_1,0.010000000000000009,average,ANImf,24
TG_FL_T1_WL_0AE_S338_metawrap_bin_reassembly_reassembled_bins_bin.12.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
TG_FL_T1_WL_0AN_S339_metawrap_bin_reassembly_original_bins_bin.7.fa,24_1,0.010000000000000009,average,ANImf,24
TG_ID062_WG_T1_S128_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
TG_ID084_WL_T1_S329_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,24_1,0.010000000000000009,average,ANImf,24
TG_ID086_WG_T1_S378_metawrap_bin_reassembly_reassembled_bins_bin.13.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK017_metawrap_bin_reassembly_original_bins_bin.4.fa,24_1,0.010000000000000009,average,ANImf,24
WK018_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK019_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK020_metawrap_bin_reassembly_original_bins_bin.5.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_AP_T1_merged_0AE_metawrap_bin_reassembly_original_bins_bin.6.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_BR_T1_merged_0AE_metawrap_bin_reassembly_original_bins_bin.10.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_BR_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_BR_T2_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_FG_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_FL_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_FL_T1_merged_0AN_metawrap_bin_reassembly_original_bins_bin.2.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_ID062_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.13.strict.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_ID084_merged_T1_metawrap_bin_reassembly_original_bins_bin.3.fa,24_1,0.010000000000000009,average,ANImf,24
WK_TG_ID086_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.12.permissive.fa,24_1,0.010000000000000009,average,ANImf,24
WK007_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,24_2,0.010000000000000009,average,ANImf,24
WK037_metawrap_bin_reassembly_original_bins_bin.7.fa,24_3,0.010000000000000009,average,ANImf,24
WK026_metawrap_bin_reassembly_original_bins_bin.4.fa,24_4,0.010000000000000009,average,ANImf,24
WK067_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,24_5,0.010000000000000009,average,ANImf,24
WK043_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,24_6,0.010000000000000009,average,ANImf,24
TG_ID056_WL_T4_S34_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,25_1,0.010000000000000009,average,ANImf,25
WK_TG_ID056_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,25_1,0.010000000000000009,average,ANImf,25
WK012_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,26_0,0.010000000000000009,average,ANImf,26
WK055_metawrap_bin_reassembly_original_bins_bin.7.fa,27_1,0.010000000000000009,average,ANImf,27
WK056_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,27_1,0.010000000000000009,average,ANImf,27
TG_ID056_WL_T3_S71_metawrap_bin_reassembly_original_bins_bin.1.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID060_WG_T6_S121_metawrap_bin_reassembly_original_bins_bin.2.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID061_WL_T5_S145_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID070_WG_T1_S188_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID070_WG_T2_S332_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID082_WL_T5_S405_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID085_WG_T5_S65_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID087_WG_T3_S159_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID087_WL_T2_S322_metawrap_bin_reassembly_original_bins_bin.1.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID087_WL_T4_S46_metawrap_bin_reassembly_original_bins_bin.4.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID088_WL_T5_S54_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID092_WG_T5_S82_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID092_WL_T2_S172_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID096_WL_T2_S46_metawrap_bin_reassembly_original_bins_bin.5.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID096_WL_T5_S92_metawrap_bin_reassembly_original_bins_bin.3.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID097_WL_T3_S177_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID097_WL_T5_S9_metawrap_bin_reassembly_original_bins_bin.1.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID056_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID058_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID060_merged_T6_metawrap_bin_reassembly_original_bins_bin.6.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID061_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID070_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID070_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID082_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID085_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID087_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID087_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID087_merged_T4_metawrap_bin_reassembly_original_bins_bin.6.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID088_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID092_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID092_merged_T5_metawrap_bin_reassembly_original_bins_bin.1.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID096_merged_T2_metawrap_bin_reassembly_original_bins_bin.5.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID096_merged_T5_metawrap_bin_reassembly_original_bins_bin.3.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID097_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID097_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID097_merged_T5_metawrap_bin_reassembly_original_bins_bin.5.fa,27_2,0.010000000000000009,average,ANImf,27
WK_TG_ID110_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,27_2,0.010000000000000009,average,ANImf,27
TG_ID096_WL_T5_S92_metawrap_bin_reassembly_original_bins_bin.2.fa,28_1,0.010000000000000009,average,ANImf,28
WK_TG_ID096_merged_T5_metawrap_bin_reassembly_original_bins_bin.2.fa,28_1,0.010000000000000009,average,ANImf,28
WK004_metawrap_bin_reassembly_original_bins_bin.7.fa,28_2,0.010000000000000009,average,ANImf,28
WK006_metawrap_bin_reassembly_original_bins_bin.2.fa,28_2,0.010000000000000009,average,ANImf,28
WK036_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,28_3,0.010000000000000009,average,ANImf,28
WK039_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,28_4,0.010000000000000009,average,ANImf,28
WK003_metawrap_bin_reassembly_original_bins_bin.5.fa,28_5,0.010000000000000009,average,ANImf,28
WK018_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,28_6,0.010000000000000009,average,ANImf,28
WK044_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,29_1,0.010000000000000009,average,ANImf,29
WK045_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,29_1,0.010000000000000009,average,ANImf,29
TG_ID082_WL_T5_S405_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,29_2,0.010000000000000009,average,ANImf,29
WK_TG_ID082_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,29_2,0.010000000000000009,average,ANImf,29
TG_BR_T1_WL_0AN_S363_metawrap_bin_reassembly_original_bins_bin.3.fa,29_3,0.010000000000000009,average,ANImf,29
TG_ID062_WL_T1_S140_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,29_3,0.010000000000000009,average,ANImf,29
TG_ID070_WL_T1_S105_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,29_3,0.010000000000000009,average,ANImf,29
TG_ID085_WG_T1_S366_metawrap_bin_reassembly_original_bins_bin.1.fa,29_3,0.010000000000000009,average,ANImf,29
TG_ID097_WL_T5_S9_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,29_3,0.010000000000000009,average,ANImf,29
WK_TG_BR_T1_merged_0AN_metawrap_bin_reassembly_original_bins_bin.10.fa,29_3,0.010000000000000009,average,ANImf,29
WK_TG_ID062_merged_T1_metawrap_bin_reassembly_original_bins_bin.10.fa,29_3,0.010000000000000009,average,ANImf,29
WK_TG_ID070_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,29_3,0.010000000000000009,average,ANImf,29
WK_TG_ID085_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,29_3,0.010000000000000009,average,ANImf,29
