sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
WK027-2-L-08h-02I5_S15,0.000350718,3.18835e-05,0.000127534,0.425166,0.00280575,0.000765204,0.000573903,NA,0.000318835,0.000191301,0.00117969,0.000286951,6.3767e-05,NA,NA,0.000765204,0.63209,NA,0.000414485,0.000382602,0.000159417,0.000765204,3.18835e-05,3.18835e-05,0.000127534,0.00073332,3.18835e-05,NA,0.000414485,3.18835e-05,0.000350718,NA,0.000127534,NA,NA,0.00149852,0.00261445,NA,NA,0.000318835,0.000223184,NA,NA,NA,NA,6.3767e-05,6.3767e-05,0.00108404,NA,NA,0.00124346,0.000159417,0.000382602,NA,NA,0.000414485,0.000127534,NA,NA,0.000382602,NA,0.000350718,3.18835e-05,NA,0.000127534,0.000159417,NA,NA,0.000159417,0.000191301,NA,0.00178548,NA,3.18835e-05,3.18835e-05,0.000605786,0.000255068,NA,0.000573903,NA,9.56505e-05,NA,NA,NA,NA,NA,NA,NA,0.000127534,3.18835e-05,0.00395355,NA,NA,NA,0.00105216,NA,0.000446369,0.000159417,3.18835e-05,NA,NA,NA,0.000414485,NA,3.18835e-05,NA,NA,NA,3.18835e-05,3.18835e-05,3.18835e-05,NA,NA,NA,NA,NA,NA,NA,0.000127534,NA,NA,NA,NA,0.000414485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK027-2-G-48h-04A3_S103,0.00104264,NA,0.000122664,0.0631411,0.00245327,0.00015333,0.00156396,NA,0.000367991,0.000429323,0.000337325,NA,0.000245327,NA,NA,0.00334259,2.64549,NA,0.000582652,0.000705316,0.000275993,0.000367991,NA,3.06659e-05,0.000245327,0.00202395,NA,NA,0.000858646,NA,0.000797314,NA,6.13318e-05,NA,NA,0.00266794,0.00214661,3.06659e-05,NA,0.000367991,0.00015333,6.13318e-05,NA,NA,3.06659e-05,0.000245327,0.000398657,0.000797314,NA,NA,0.0069305,6.13318e-05,0.000919978,NA,3.06659e-05,0.000122664,0.000337325,NA,NA,NA,NA,0.00067465,NA,NA,0.000183996,NA,NA,NA,NA,0.000122664,NA,0.000214661,NA,9.19978e-05,0.000183996,3.06659e-05,NA,6.13318e-05,0.00067465,NA,0.00015333,3.06659e-05,NA,NA,NA,NA,NA,NA,0.000367991,3.06659e-05,0.0121437,NA,0.000183996,NA,0.00291326,3.06659e-05,0.00147196,NA,NA,NA,NA,NA,0.000613318,NA,3.06659e-05,NA,NA,NA,0.000122664,6.13318e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13318e-05,NA,NA,0.000919978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK027-1-L-48h-02I4_S14,0.000270817,1.9344e-05,7.73762e-05,0.0351191,0.0107166,0.00377209,0.000473929,NA,0.00107359,0.000541633,0.00481667,0.000696386,6.77042e-05,NA,NA,0.000280489,0.152944,9.67202e-06,0.000599665,0.000725402,0.000222457,0.00195375,3.86881e-05,9.67202e-06,0.000106392,0.000657698,0.00014508,NA,0.000619009,NA,0.000319177,NA,0.000657698,NA,6.77042e-05,0.00159588,0.000270817,NA,NA,0.000183768,0.000619009,2.90161e-05,7.73762e-05,NA,NA,2.90161e-05,6.77042e-05,0.00140244,NA,9.67202e-06,0.00105425,0.000425569,0.000793106,NA,1.9344e-05,0.00212784,0.000241801,NA,NA,0.00104458,NA,0.000183768,NA,NA,9.67202e-05,0.000348193,NA,NA,0.000677042,0.00101556,9.67202e-06,0.00618042,NA,0.000232129,4.83601e-05,0.00239866,0.000880154,NA,0.00154752,0.000135408,6.77042e-05,9.67202e-06,NA,2.90161e-05,NA,5.80321e-05,NA,0.000154752,0.000106392,0.000261145,0.00123802,NA,9.67202e-06,NA,0.000580321,NA,0.000348193,0.000773762,6.77042e-05,NA,NA,NA,0.000174096,NA,0.000551305,NA,NA,2.90161e-05,5.80321e-05,9.67202e-06,NA,NA,NA,NA,NA,NA,2.90161e-05,NA,2.90161e-05,NA,9.67202e-06,9.67202e-06,NA,9.67202e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK027-1-L-08h-02I3_S13,0.000722115,1.80529e-05,0.000198582,0.0697202,0.00732947,0.00146228,0.00135397,NA,0.000722115,0.000848485,0.00241909,0.000379111,0.000343005,1.80529e-05,NA,0.000866538,1.39063,NA,0.00081238,0.00102901,0.000631851,0.00139007,1.80529e-05,9.02644e-05,0.00025274,0.00124565,9.02644e-05,1.80529e-05,0.00137202,3.61058e-05,0.00106512,NA,0.000162476,NA,0.00012637,0.00297873,0.00173308,NA,NA,0.000956803,0.000361058,NA,3.61058e-05,NA,1.80529e-05,0.000144423,0.000234687,0.00180529,1.80529e-05,NA,0.00429659,0.000270793,0.00117344,NA,7.22115e-05,0.000776274,0.000397163,NA,5.41586e-05,0.000541586,NA,0.000523534,NA,NA,0.000433269,0.000180529,NA,NA,0.000379111,0.000704062,NA,0.00234687,NA,0.00025274,0.000216635,0.000866538,0.000288846,3.61058e-05,0.00081238,3.61058e-05,0.000270793,NA,NA,NA,NA,0.000108317,NA,NA,0.000541586,0.00012637,0.00561445,NA,1.80529e-05,NA,0.00178724,NA,0.00104707,0.000306899,1.80529e-05,NA,NA,NA,0.000740168,NA,0.000288846,1.80529e-05,NA,7.22115e-05,0.00012637,1.80529e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61058e-05,NA,NA,0.000722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK026-2-L-48h-02I2_S12,0.000943448,NA,0.000547808,0.00836929,0.00255644,0.000182603,0.000426073,NA,0.00231297,0.000365206,0.00088258,9.13014e-05,6.08676e-05,3.04338e-05,NA,0.00063911,32.4355,NA,0.000121735,0.000182603,0.00380422,0.000273904,NA,6.08676e-05,0.00024347,6.08676e-05,6.08676e-05,NA,0.000213037,3.04338e-05,0.000182603,NA,3.04338e-05,NA,3.04338e-05,0.000608676,0.000456507,NA,NA,0.000152169,NA,0.000121735,NA,3.04338e-05,NA,0.000182603,NA,0.000273904,NA,NA,0.000182603,NA,0.000273904,NA,NA,0.000486941,0.00024347,3.04338e-05,NA,0.000152169,NA,0.000182603,6.08676e-05,NA,0.000152169,0.000121735,NA,NA,0.000365206,0.000152169,NA,0.000426073,NA,0.000213037,0.00136952,3.04338e-05,9.13014e-05,0.000426073,0.000456507,NA,3.04338e-05,NA,NA,NA,6.08676e-05,NA,NA,3.04338e-05,0.000121735,NA,0.000913014,NA,0.000121735,NA,0.00118692,NA,0.000182603,3.04338e-05,NA,3.04338e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000334772,6.08676e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK026-2-L-08h-02I1_S11,0.000770729,1.75166e-05,0.000402881,0.00154146,0.00173414,0.000350331,0.000262749,NA,0.0023297,0.000332815,0.000893345,3.50331e-05,0.000105099,NA,NA,0.000753212,32.7074,8.75828e-05,0.000122616,0.000245232,0.00411639,0.000210199,3.50331e-05,1.75166e-05,0.000367848,0.000122616,3.50331e-05,1.75166e-05,8.75828e-05,0.000175166,7.00663e-05,NA,3.50331e-05,NA,NA,0.000350331,0.000648113,3.50331e-05,NA,0.000157649,NA,3.50331e-05,NA,NA,1.75166e-05,7.00663e-05,NA,0.000315298,1.75166e-05,1.75166e-05,0.000122616,3.50331e-05,0.000227715,NA,1.75166e-05,0.000385364,0.000262749,1.75166e-05,NA,5.25497e-05,NA,0.000122616,3.50331e-05,NA,3.50331e-05,0.000157649,NA,NA,0.00056053,8.75828e-05,NA,0.000455431,NA,8.75828e-05,0.00126119,0.000192682,NA,0.000332815,0.000578047,3.50331e-05,1.75166e-05,NA,NA,NA,1.75166e-05,NA,NA,NA,5.25497e-05,1.75166e-05,0.000595563,NA,0.000140133,NA,0.00129623,NA,0.000122616,1.75166e-05,NA,NA,NA,NA,NA,NA,1.75166e-05,NA,NA,NA,0.000332815,1.75166e-05,3.50331e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK026-2-G-48h-04A2_S102,0.000806499,NA,0.00094676,0.00199871,0.00196365,3.50652e-05,0.000210391,NA,0.0061364,0.000596108,0.00101689,0.000245456,0.000140261,NA,NA,0.000561043,29.9195,3.50652e-05,0.000175326,7.01303e-05,0.0085559,0.000385717,NA,NA,0.000420782,7.01303e-05,7.01303e-05,NA,0.000385717,0.000315587,0.000140261,NA,7.01303e-05,NA,NA,0.000736369,0.000385717,0.000140261,NA,0.000140261,NA,NA,NA,NA,NA,0.000210391,NA,0.000350652,NA,NA,0.000175326,NA,0.000245456,NA,NA,0.000806499,0.000350652,NA,NA,NA,NA,0.000105196,7.01303e-05,NA,7.01303e-05,0.000280521,NA,NA,0.000701303,3.50652e-05,NA,7.01303e-05,NA,0.000105196,0.00248963,NA,NA,0.000105196,0.000561043,NA,NA,NA,NA,NA,NA,NA,NA,3.50652e-05,0.000140261,NA,0.00122728,3.50652e-05,0.000350652,NA,0.00757408,NA,0.000280521,NA,NA,NA,NA,3.50652e-05,3.50652e-05,NA,NA,NA,NA,NA,0.000876629,3.50652e-05,0.000245456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK026-1-L-48h-02H9_S10,0.00170377,NA,0.000862667,0.00476623,0.00403297,0.000474467,0.0007764,NA,0.0040114,0.000862667,0.0018763,0.0001941,0.000215667,6.47e-05,NA,0.000992067,20.6024,0.0001294,0.000409767,0.0005176,0.00668567,0.000409767,NA,6.47e-05,0.000496033,8.62667e-05,6.47e-05,2.15667e-05,0.0004529,0.000215667,0.000431333,NA,0.0001941,2.15667e-05,2.15667e-05,0.00125087,0.000560733,4.31333e-05,NA,0.000301933,0.000150967,0.000150967,NA,2.15667e-05,2.15667e-05,0.0001294,2.15667e-05,0.000992067,2.15667e-05,2.15667e-05,0.000366633,0.0001941,0.0007117,NA,2.15667e-05,0.000603867,0.0003882,4.31333e-05,NA,0.000172533,NA,0.0002588,2.15667e-05,NA,0.000150967,0.000215667,2.15667e-05,4.31333e-05,0.000603867,0.000280367,NA,0.000927367,NA,2.15667e-05,0.00222137,0.000409767,4.31333e-05,0.000797967,0.000992067,NA,0.000150967,NA,NA,NA,4.31333e-05,2.15667e-05,NA,2.15667e-05,0.000150967,2.15667e-05,0.00179003,2.15667e-05,0.000150967,NA,0.0025233,NA,0.000345067,8.62667e-05,NA,NA,NA,2.15667e-05,NA,NA,6.47e-05,NA,NA,NA,0.000474467,6.47e-05,0.0001294,NA,NA,NA,NA,NA,2.15667e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK026-1-L-08h-02H8_S9,0.00353545,NA,0.000311297,0.00111178,0.00349098,0.000466946,0.000444711,NA,0.0020679,0.000489182,0.00124519,4.44711e-05,0.000111178,6.67066e-05,NA,0.00442487,14.6733,8.89421e-05,0.00040024,0.000266826,0.00329086,0.000466946,2.22355e-05,4.44711e-05,0.00111178,0.000155649,2.22355e-05,2.22355e-05,0.000244591,0.000133413,0.000422475,NA,6.67066e-05,NA,NA,0.000867186,0.000956128,6.67066e-05,NA,0.000289062,4.44711e-05,0.000111178,2.22355e-05,2.22355e-05,6.67066e-05,0.000244591,NA,0.000600359,0.000111178,2.22355e-05,0.000289062,0.000355768,0.000378004,NA,2.22355e-05,0.000378004,0.00126743,NA,NA,0.000111178,NA,0.000111178,0.000111178,NA,4.44711e-05,0.00020012,2.22355e-05,2.22355e-05,0.000422475,4.44711e-05,NA,0.000444711,NA,0.000133413,0.0013119,0.000222355,8.89421e-05,0.00084495,0.000600359,2.22355e-05,2.22355e-05,NA,4.44711e-05,4.44711e-05,2.22355e-05,NA,NA,NA,8.89421e-05,2.22355e-05,0.00280168,NA,6.67066e-05,NA,0.00418028,NA,0.000266826,6.67066e-05,NA,NA,NA,NA,2.22355e-05,NA,4.44711e-05,NA,NA,NA,0.000333533,2.22355e-05,4.44711e-05,NA,NA,NA,NA,NA,2.22355e-05,NA,NA,NA,2.22355e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK025-2-L-48h-02H7_S8,0.00358843,4.197e-05,0.0004197,0.00012591,0.002791,0.00046167,0.00050364,NA,0.00295888,0.000902354,0.000797429,6.2955e-05,0.000146895,8.39399e-05,NA,0.08522,26.1678,6.2955e-05,0.0004197,0.00029379,0.00476359,0.000986294,4.197e-05,2.0985e-05,0.00193062,0.000356745,NA,0.000650535,0.000104925,2.0985e-05,0.00050364,NA,NA,4.197e-05,0.000104925,0.00115417,0.00138501,0.00029379,NA,0.000188865,NA,0.00016788,4.197e-05,0.00012591,0.00012591,0.000398715,2.0985e-05,0.00151092,0.000146895,0.000188865,0.000230835,0.000188865,0.000356745,NA,2.0985e-05,0.00025182,0.000692504,2.0985e-05,0.00012591,0.00012591,0.00025182,0.00025182,0.000356745,NA,0.000146895,4.197e-05,NA,NA,0.000608565,0.000230835,2.0985e-05,4.197e-05,2.0985e-05,0.00037773,0.00176274,0.000146895,0.00016788,2.0985e-05,0.000713489,0.00020985,0.000146895,NA,2.0985e-05,NA,2.0985e-05,6.2955e-05,8.39399e-05,NA,6.2955e-05,0.000104925,0.106981,2.0985e-05,4.197e-05,NA,0.00507837,2.0985e-05,0.00016788,NA,2.0985e-05,6.2955e-05,4.197e-05,NA,0.00012591,NA,2.0985e-05,NA,NA,NA,NA,NA,0.00016788,NA,NA,NA,NA,NA,2.0985e-05,NA,NA,NA,NA,NA,NA,0.00012591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK025-2-L-08h-02H6_S7,0.00415248,1.93138e-05,0.000212452,0.000173825,0.00158374,0.000135197,0.00025108,NA,0.00197001,0.000540788,0.000270394,9.65692e-05,5.79415e-05,7.72554e-05,1.93138e-05,0.0534607,29.4567,0.000115883,0.000637357,0.00050216,0.00260737,0.000772554,5.79415e-05,5.79415e-05,0.00204727,0.00025108,NA,0.000309022,5.79415e-05,1.93138e-05,0.000463532,NA,1.93138e-05,NA,1.93138e-05,0.000811182,0.000927065,0.000212452,NA,5.79415e-05,NA,9.65692e-05,NA,1.93138e-05,9.65692e-05,0.000193138,1.93138e-05,0.0012554,0.000193138,5.79415e-05,0.000289708,0.000193138,0.000154511,NA,NA,7.72554e-05,0.000714612,1.93138e-05,1.93138e-05,0.000212452,0.000231766,0.000193138,0.000212452,1.93138e-05,1.93138e-05,3.86277e-05,NA,NA,0.000540788,0.00025108,NA,NA,NA,0.000347649,0.00117814,3.86277e-05,0.000115883,5.79415e-05,0.000154511,0.000193138,0.000115883,NA,1.93138e-05,NA,1.93138e-05,NA,NA,NA,9.65692e-05,9.65692e-05,0.0676564,NA,1.93138e-05,NA,0.00534994,NA,0.000212452,NA,NA,9.65692e-05,3.86277e-05,NA,9.65692e-05,NA,NA,NA,NA,NA,1.93138e-05,NA,5.79415e-05,NA,NA,NA,1.93138e-05,NA,5.79415e-05,NA,NA,NA,NA,NA,NA,0.000212452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK025-2-G-48h-04A1_S101,0.00342535,8.423e-05,0.000561533,8.423e-05,0.00137576,0.000224613,0.000140383,NA,0.00376227,0.0008423,0.000364997,5.61533e-05,2.80767e-05,NA,NA,0.0588206,23.2639,2.80767e-05,8.423e-05,0.00025269,0.00437996,0.000898453,2.80767e-05,2.80767e-05,0.000393073,0.00067384,NA,5.61533e-05,0.000196537,0.000140383,0.000140383,NA,NA,NA,0.000112307,0.000393073,0.000561533,0.000196537,NA,0.000112307,NA,8.423e-05,2.80767e-05,NA,5.61533e-05,0.00016846,NA,0.00075807,5.61533e-05,5.61533e-05,0.000196537,2.80767e-05,0.00016846,NA,NA,0.00016846,0.000814223,NA,8.423e-05,8.423e-05,5.61533e-05,0.000112307,0.00016846,NA,2.80767e-05,NA,NA,NA,0.0013196,0.000224613,NA,NA,NA,0.000112307,0.00199344,NA,8.423e-05,NA,0.000364997,2.80767e-05,5.61533e-05,NA,2.80767e-05,2.80767e-05,NA,5.61533e-05,NA,2.80767e-05,5.61533e-05,2.80767e-05,0.0751051,NA,0.000196537,NA,0.0142349,NA,0.000112307,NA,NA,NA,NA,NA,8.423e-05,NA,NA,NA,NA,NA,NA,NA,8.423e-05,NA,NA,NA,NA,NA,5.61533e-05,NA,NA,NA,NA,NA,NA,0.000112307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK025-1-L-48h-02H5_S6,0.00329855,3.70624e-05,0.000296499,0.000277968,0.00200137,0.000203843,0.000574467,NA,0.00250171,0.000481811,0.000759778,0.000148249,0.000129718,0.000148249,NA,0.0905434,21.079,9.26559e-05,0.000592998,0.00046328,0.00394714,0.001186,1.85312e-05,9.26559e-05,0.00153809,0.000370624,NA,0.000815372,0.000129718,9.26559e-05,0.000296499,NA,NA,1.85312e-05,3.70624e-05,0.000815372,0.00127865,0.000500342,NA,0.000185312,NA,0.000129718,1.85312e-05,9.26559e-05,0.000166781,0.000389155,7.41247e-05,0.00198284,0.000111187,0.000203843,0.000352092,0.000166781,0.000407686,1.85312e-05,3.70624e-05,0.000111187,0.00151956,1.85312e-05,5.55935e-05,0.000185312,0.000222374,0.000111187,0.000185312,NA,3.70624e-05,7.41247e-05,1.85312e-05,NA,0.000815372,0.000203843,1.85312e-05,0.000111187,NA,0.000277968,0.00194577,3.70624e-05,0.000203843,5.55935e-05,0.000481811,0.000185312,0.000370624,NA,NA,1.85312e-05,NA,0.000111187,3.70624e-05,5.55935e-05,9.26559e-05,3.70624e-05,0.11443,1.85312e-05,0.000148249,NA,0.00941384,1.85312e-05,0.000185312,NA,1.85312e-05,9.26559e-05,3.70624e-05,1.85312e-05,3.70624e-05,NA,5.55935e-05,NA,NA,NA,1.85312e-05,NA,0.000111187,NA,NA,NA,NA,NA,3.70624e-05,NA,NA,NA,NA,1.85312e-05,NA,0.000203843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK025-1-L-08h-02H4_S5,0.0055202,NA,0.000222077,0.000158626,0.0025063,0.000539329,0.000697956,NA,0.00256975,0.00168144,0.000729681,3.17253e-05,6.34505e-05,0.000222077,NA,0.0847699,16.9418,3.17253e-05,0.000729681,0.00104693,0.00371186,0.00126901,0.000158626,3.17253e-05,0.00247457,0.000761406,NA,0.000348978,6.34505e-05,NA,0.000412428,NA,NA,3.17253e-05,6.34505e-05,0.00133246,0.00171316,0.000380703,NA,0.000444154,NA,6.34505e-05,NA,6.34505e-05,0.000253802,0.000285527,3.17253e-05,0.0025063,0.000158626,0.000348978,0.000412428,0.000253802,0.000222077,NA,NA,9.51758e-05,0.00149109,NA,6.34505e-05,0.000253802,0.000222077,0.000317253,0.000348978,NA,NA,NA,3.17253e-05,NA,0.000951758,0.000380703,3.17253e-05,NA,NA,0.000475879,0.00152281,6.34505e-05,0.000253802,6.34505e-05,0.000888307,0.000158626,0.000190352,NA,3.17253e-05,NA,NA,NA,NA,NA,3.17253e-05,9.51758e-05,0.105169,3.17253e-05,0.000253802,NA,0.0110087,NA,0.000253802,NA,NA,6.34505e-05,NA,NA,0.000126901,NA,NA,NA,6.34505e-05,NA,6.34505e-05,NA,6.34505e-05,NA,NA,NA,NA,NA,6.34505e-05,NA,NA,NA,NA,NA,NA,0.000285527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK024-2-L-48h-02G9_S123,0.00164098,NA,0.00396571,0.000250706,0.00460387,0.000250706,0.000410246,NA,0.00419363,0.00177773,0.00234752,0.000250706,0.000136749,9.11658e-05,NA,0.291252,0.0023931,0.000205123,0.000433037,0.000866075,0.0053332,0.0007977,NA,2.27914e-05,0.000433037,0.00047862,NA,6.83743e-05,0.000455829,0.000387454,0.00031908,NA,NA,NA,0.000364663,0.00123074,0.00127632,0.000136749,2.27914e-05,0.000182332,NA,0.000433037,6.83743e-05,0.000273497,2.27914e-05,0.000136749,2.27914e-05,0.00109399,0.000136749,4.55829e-05,0.000182332,0.000364663,0.000501412,NA,0.000113957,0.000820492,0.000296289,NA,0.000296289,2.27914e-05,0.00015954,0.000501412,2.27914e-05,NA,6.83743e-05,2.27914e-05,NA,NA,0.00116236,0.000250706,NA,6.83743e-05,0.000136749,0.000250706,0.00435317,6.83743e-05,0.000250706,NA,0.00177773,4.55829e-05,0.000136749,2.27914e-05,NA,NA,NA,0.000136749,4.55829e-05,NA,9.11658e-05,0.000341872,0.402702,2.27914e-05,9.11658e-05,NA,0.0013219,NA,0.000341872,NA,NA,NA,NA,2.27914e-05,0.000250706,NA,NA,NA,NA,NA,NA,NA,0.00015954,0.000182332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
